文本,文本1
　　（二）委托移送。对双方当事人同意调解的，信访部门或有权处理的机关、单位填写《委托移送函》，与信访事项相关材料一并移送人民调解组织。人民调解组织对移送或委托的信访事项审查后决定受理的，反馈移交或委托部门；对确实不符合受理条件的且已经委托或移送的，应当及时告知当事人通过仲裁、行政复议、诉讼等其他法定途径解决信访事项，填写《访调对接退回单》，并在 5 个工作日内将不予受理的结果和理由反馈移交或委托部门，相关材料一并交还，并共同做好信访人思想工作。




　　（三）依法调解。人民调解组织受理当事人调解申请后，应当按照《中华人民共和国人民调解法》《信访工作条例》等法律法规的规定，依法进行调解。调解工作一般应当在 30 日内完成。因特殊情况需延长调解期限的，经双方当事人同意可适当延长，但延长期限最多不超过 30 日。人民调解组织调解信访事项成功的，应当制作《人民调解协议书》，告知双方当事人可以自调解协议生效之日起三十日内共同向人民法院申请司法确认。在规定时限内，经多次调解不成功或当事人不愿继续调解的，应当终止调解，制作《人民调解终止书》，并引导当事人通过其他法定途径解决。在调解过程中，发现需要其他机关、单位或组织配合的，移交或委托部门应当及时协调予以支持。




　　（四）结果反馈。经调解达成协议或调解终止的，人民调解组织应当及时将信访事项的调解结果、调解记录、人民调解协议书、人民调解终止书等相关材料反馈给移交或委托部门；对调解不成功的，应注明调解过程和主要原因。调解统计数据定期向司法行政部门报送。




　　（五）跟踪回访。人民调解组织对达成人民调解协议的信访事项，根据案件实际情况，会同移交或委托部门对信访人进行回访，了解调解协议履行情况；发现因对方当事人原因未能履行调解协议的，移交或委托部门应在职权范围内及时予以协调，推动矛盾纠纷实质化解，防止形成重复访、越级访。




　　四、优化运行机制




　　（一）分工协作机制。省市县三级司法行政部门、信访部门分别明确专门工作机构负责访调对接工作，建立联络员制度，定期梳理人民调解参与化解信访事项情况，及时协调解决工作中遇到的困难和问题，会商提出预防和化解信访事项的对策建议。司法行政部门负责指导本地区人民调解组织受理和调解信访事项，信访部门和有权处理的机关、单位负责移送信访事项的甄别引导、委托移送、统筹协调及根据调解组织需要参与调解等工作，人民调解组织负责调解信访事项，构建各司其职、相互配合的协调联动工作格局。




　　（二）业务衔接机制。市、县（市、区）信访部门对导入人民调解程序的信访事项，应按照《信访工作条例》第二十二条规定，在法定受理期限内转送有权处理的机关、单位，告知信访事项导入调解情况。有权处理的机关、单位应主动联系接受委托移送的调解组织，跟踪调解进展，配合做好诉求核实、争议化解等工作。对调解成功的，在信访处理意见书中载明相关情况，并将人民调解协议书作为附件上传信访信息系统；对调解不成的，按照法定程序和期限处理。信访部门和有权处理的机关、单位要把握好调解期限与信访事项受理办理期限，避免出现信访事项超期未受理、未办结的情况。




　　（三）情况报告机制。人民调解组织在信访事项调解过程中，遇有重大、复杂情况或可能引发治安案件、刑事案件、群体性事件、越级上访等情况的，应当及时向公安、信访、司法行政等部门报告，并配合做好相关工作。对人民调解组织报告的相关情况，信访等部门及时介入，在职责范围内做好工作，必要时与党委政法委、公安等部门加强工作联动，有效防范矛盾激化、风险外溢、信访上行。




　　（四）专业协同机制。对专业性强、化解难度大的信访事项，司法行政部门应当充分发挥行业性专业性人民调解组织的专业优势，统筹协调律师、公证、司法鉴定、基层法律服务、法律援助等法律服务资源，需要相关行业主管部门、单位或其他组织配合的，信访部门应当及时协调予以支持，形成工作合力。




　　五、强化组织保障




　　（一）加强组织领导。各级司法行政部门、信访部门要把人民调解参与信访工作对接作为深入推进信访工作法治化的一项重要举措，积极争取党委和政府支持，纳入本部门重要议事日程，加强组织领导、协调衔接和各方面保障，及时研究解决工作中出现的新情况、新问题，积极探索、大胆创新，推动工作扎实有效开展。




　　（二）加强工作保障。信访等部门为派驻人民调解组织实质化运行提供必要的业务用房、办公用品、通讯设施等必要保障。司法行政部门对参与信访事项调解工作的人民调解员有针对性地开展业务培训，将调解成功的案件纳入人民调解以案定补范围。




　　（三）加强数据联通。省司法厅、省信访局充分运用信息化、智能化等手段加强数据联通，建立信访事项在线分流、在线调解、在线反馈等机制，实现调解工作信息平台和信访信息平台的互联互通、业务协同。人民调解组织要制作规范的调解卷宗并录入“智慧调解""系统，做好案件信息的统计和研判。




　　（四）加强宣传引导。各级司法行政部门、信访部门充分运用报纸、电视、网络等媒体，广泛宣传人民调解参与信访工作中的先进典型和经验成果，讲好人民调解故事，切实提高人民群众的知晓率和认同度，积极引导信访人通过调解方式解决问题，推进信访工作法治化。


"
北京市信访办公室关于市长信箱暂停服务的通知,"北京市信访办公室关于市长信箱暂停服务的通知










各位用户：




　　因系统升级维护市长信箱将于 2025 年 4 月 28 日 17:00 至 22:00 暂停服务，由此给您带来的不便，敬请谅解。




　　特此通知










北京市信访办公室




2025年4月28日


"
凭祥市农业农村局关于印发《凭祥市农业农村局巡察期间信访工作应急预案》的通知,"凭祥市农业农村局关于印发《凭祥市农业农村局巡察期间信访工作应急预案》的通知




凭农业发〔2025〕6号










局属各股室、各二层有关单位：




　　现将《凭祥市农业农村局巡察期间信访工作应急预案》印发给你们，请结合实际，认真贯彻落实。




凭祥市农业农村局




2025年4月7日




凭祥市农业农村局巡察期间信访工作




应急预案




　　为确保我单位巡察期间信访工作的有序开展，及时处置上访事件及突发性重点问题，结合我单位实际情况，特制定本工作预案:




　　一、总体要求




　　全局各股室、部门要进一步统一思想、明确责任、全面排查、加强预警，全力化解纠纷，立足维稳防控，力争实现正常良好信访秩序。




　　二、工作原则




　　以维护社会政治稳定和社会正常秩序为目标，按照“属地管理、分级负责，谁主管、谁负责""的原则，坚持事前预防与事后应急相结合，切实做好信访人员稳控工作，确保不出现非法上访及群体性事件，努力做到零聚集、进京赴省到市县零上访。
